iter	MultiClass
269	0.5258464067
270	0.5257564127
271	0.5256879108
272	0.5255647781
273	0.5254276052
274	0.5253581089
275	0.525255631
276	0.5251368756
277	0.5250204474
278	0.5249052157
279	0.5247794185
280	0.5247223174
281	0.5246135466
282	0.5245214978
283	0.5243358765
284	0.524134345
285	0.5240680923
286	0.5238007607
287	0.5237154788
288	0.5235651051
289	0.5234845318
290	0.5234035725
291	0.523284916
292	0.5232077402
293	0.5230633699
294	0.5229927527
295	0.5227994773
296	0.5225292984
297	0.5224531008
298	0.522387853
299	0.522308764
300	0.5222087836
301	0.5221040364
302	0.5219974679
303	0.5219231403
304	0.5218793061
305	0.5218095527
306	0.5217208552
307	0.5216181403
308	0.5215453895
309	0.5214286209
310	0.5213757689
311	0.5212377925
312	0.5211734337
313	0.521104336
314	0.5210482778
315	0.5209468739
316	0.5208781808
317	0.52080252
318	0.5207372614
319	0.5206815555
320	0.5205986697
321	0.5205452753
322	0.5204678781
323	0.5203763515
324	0.52031969
325	0.5202393527
326	0.520189131
327	0.5201301251
328	0.5200443374
329	0.5198556391
330	0.5197885177
331	0.5196312299
332	0.5195393407
333	0.519425119
334	0.5193167776
335	0.5192470157
336	0.5192043529
337	0.5191173349
338	0.5190150127
339	0.5188892063
340	0.5187557497
341	0.5186958819
342	0.5186208681
343	0.5184337127
344	0.518380472
345	0.5182889345
346	0.5182204418
347	0.5180964864
348	0.5180141892
349	0.5179526042
350	0.5178852114
351	0.5177516675
352	0.5176851155
353	0.5176332786
354	0.5175578622
355	0.5174820915
356	0.5172239618
357	0.5170471363
358	0.516976062
359	0.5168859306
360	0.5168352802
361	0.5167164937
362	0.5166276119
363	0.5165220815
364	0.5164661552
365	0.5163693315
366	0.5163045954
367	0.5162137634
368	0.5161321268
369	0.5160614584
370	0.5158963248
371	0.5158280112
372	0.5157566687
373	0.515673418
374	0.515610913
375	0.5155481298
376	0.5154638934
377	0.5154154185
378	0.5153304121
379	0.515241544
380	0.515150237
381	0.5150680789
382	0.5149551106
383	0.5148968425
384	0.5148342606
385	0.5147607361
386	0.5146995531
387	0.5146107185
388	0.5145361083
389	0.5144271893
390	0.5142755853
391	0.5141676382
392	0.514097792
393	0.5140158246
394	0.5138971888
395	0.5138155015
396	0.5137473027
397	0.5136226972
398	0.5135270602
399	0.5134626886
400	0.5133957959
401	0.5133566454
402	0.5132311089
403	0.5131312795
404	0.5130561986
405	0.5129978379
406	0.5128872496
407	0.5128107191
408	0.5127557433
409	0.5126383792
410	0.5125001192
411	0.5124479487
412	0.5123468211
413	0.51229246
414	0.5121367753
415	0.5120583754
416	0.5119695964
417	0.5118524527
418	0.5117737908
419	0.5116696601
420	0.5115861196
421	0.5114481506
422	0.5113646553
423	0.5112624903
424	0.5111699565
425	0.5110620883
426	0.5109525367
427	0.5108940804
428	0.5108119719
429	0.5107397972
430	0.5107063148
431	0.5106297505
432	0.5105782425
433	0.5105231914
434	0.5104323057
435	0.5103838975
436	0.5102926236
437	0.510202353
438	0.5101263534
439	0.5100410496
440	0.509961491
441	0.5098793239
442	0.5098173265
443	0.5097440667
444	0.5096959123
445	0.5095579496
446	0.5094757727
447	0.5093919912
448	0.5093059296
449	0.5091554625
450	0.5090327932
451	0.5089061649
452	0.5088179201
453	0.5087482902
454	0.5086481786
455	0.5085654553
456	0.5085065591
457	0.5083785942
458	0.5082755123
459	0.5081495096
460	0.508099867
461	0.5080136648
462	0.5079771037
463	0.5078564073
464	0.5078000877
465	0.5076913416
466	0.5076219254
467	0.5075257121
468	0.5074466537
469	0.5073653643
470	0.5072791847
471	0.5072108519
472	0.5071211144
473	0.5070663647
474	0.5070079603
475	0.5069434718
476	0.5068751846
477	0.5067950546
478	0.5067370901
479	0.5065511763
480	0.5064862161
481	0.5063686503
482	0.5062895059
483	0.5061719999
484	0.5060438492
485	0.5059547444
486	0.5059114713
487	0.5057885314
488	0.5057022806
489	0.5056334001
490	0.505549415
491	0.5054857094
492	0.5054119146
493	0.505330494
494	0.5052870085
495	0.5052248152
496	0.5051485192
497	0.5051192279
498	0.5050331191
499	0.5049707389
500	0.5048211669
501	0.5047100612
502	0.5046176545
503	0.5045151546
504	0.5044419144
505	0.5043601398
506	0.5043004765
507	0.5041327259
508	0.504041407
509	0.5040016601
510	0.5038745417
511	0.5037879802
512	0.503718156
513	0.5036445776
514	0.5035846477
515	0.503529473
516	0.503469862
517	0.5034203019
518	0.5033493352
519	0.503272369
520	0.5032409304
521	0.5031714502
522	0.503108774
523	0.5030425479
524	0.5029977664
525	0.5029313248
526	0.5028573737
527	0.5027860782
528	0.5026571016
529	0.5025626532
530	0.5024958574
531	0.5024623769
532	0.5023566493
533	0.5022604278
534	0.5021990772
535	0.5021442403
536	0.5020990147
537	0.5020370968
538	0.5019239597
539	0.5018728129
540	0.5017902259
541	0.5017096108
542	0.5016411078
543	0.5015761586
544	0.5014848697
545	0.501412087
546	0.5013634692
547	0.5012447833
548	0.5011609333
549	0.5010612453
550	0.500998727
551	0.5008710929
552	0.5008166582
553	0.5007461475
554	0.5006781229
555	0.5005649524
556	0.5005119393
557	0.5004309416
558	0.500356327
559	0.5003200247
560	0.5002598404
561	0.5001174864
562	0.5000228352
563	0.4999453762
564	0.4998904982
565	0.4998430529
566	0.4997608346
567	0.4997005918
568	0.4996291829
569	0.4995563052
570	0.4994815755
571	0.4994382012
572	0.4993620705
573	0.49930283
574	0.4992466752
575	0.4991710464
576	0.4990956017
577	0.4990061646
578	0.4989676259
579	0.498877286
580	0.4988263528
581	0.4987638149
582	0.4987126904
583	0.4986169848
584	0.4985633496
585	0.4984689055
586	0.4983741937
587	0.4983127607
588	0.4982438648
589	0.4981593099
590	0.4980795503
591	0.4980046537
592	0.497980591
593	0.4978880546
594	0.4978446178
595	0.4977965119
596	0.4977480281
597	0.4976976859
598	0.4976410876
599	0.4974508798
600	0.4973939839
601	0.4973093867
602	0.49722111
603	0.4971149364
604	0.4970399141
605	0.4969871017
606	0.4969407287
607	0.4968882076
608	0.4967972255
609	0.4966647125
610	0.4966082355
611	0.4965640255
612	0.496542589
613	0.496488741
614	0.496434953
615	0.4963704785
616	0.4963253372
617	0.4962629096
618	0.4961722451
619	0.496104487
620	0.4960593132
621	0.4960018998
622	0.4959595104
623	0.4958811769
624	0.4958481179
625	0.4957612269
626	0.4956892239
627	0.4956628495
628	0.4955794035
629	0.4955232827
630	0.4954512792
631	0.4953990558
632	0.4952959047
633	0.4952281253
634	0.4950709729
635	0.495022363
636	0.4949488518
637	0.4948709537
638	0.4947963069
639	0.4946729902
640	0.4946280867
641	0.4945285484
642	0.4944431886
643	0.4943706122
644	0.4943191301
645	0.49426489
646	0.4941986213
647	0.4941356422
648	0.4940886759
649	0.4940182929
650	0.4939674576
651	0.4938919645
652	0.4938488934
653	0.4937579043
654	0.4937264365
655	0.4936857785
656	0.4935981725
657	0.4935464731
658	0.4934617382
659	0.4934071582
660	0.4933704579
661	0.4932422253
662	0.4931961144
663	0.4931670855
664	0.4930883495
665	0.4930416582
666	0.4929542483
667	0.4929029188
668	0.4928601817
669	0.4928269581
670	0.4927623403
671	0.4926689481
672	0.4926406042
673	0.4925280031
674	0.4924882196
675	0.4923728553
676	0.4922860666
677	0.4922372411
678	0.4921763387
679	0.4921179336
680	0.4920020033
681	0.4919544573
682	0.4919094542
683	0.4918374167
684	0.4917762999
685	0.4916848727
686	0.4915972779
687	0.4915430369
688	0.4914581108
689	0.4913938534
690	0.4913576736
691	0.4912933524
692	0.4912285511
693	0.4911777595
694	0.4911208599
695	0.4910715277
696	0.4909807539
697	0.4909205443
698	0.4908662457
699	0.4907879223
700	0.490745237
701	0.4906744892
702	0.4906279084
703	0.4905853639
704	0.4905180738
705	0.4904086842
706	0.4903205188
707	0.4902756212
708	0.4901510522
709	0.4900992087
710	0.4900418079
711	0.4899733442
712	0.4898827118
713	0.4898146379
714	0.4897646273
715	0.4897227657
716	0.4896625797
717	0.4896043338
718	0.489546804
719	0.4894807234
720	0.489403293
721	0.4893419325
722	0.4892822172
723	0.4892273176
724	0.4891887791
725	0.4891484061
726	0.48909717
727	0.4890195187
728	0.4889812732
729	0.4889221237
730	0.4888672481
731	0.4887766844
732	0.4887038668
733	0.4886272407
734	0.4885529345
735	0.4884915556
736	0.4884266767
737	0.4883593954
738	0.4882984696
739	0.4882359918
740	0.4881665634
741	0.4881187707
742	0.4880564776
743	0.4880118608
744	0.487980615
745	0.4879066639
746	0.4878155365
747	0.4877743303
748	0.4877187697
749	0.4876805776
750	0.4876253561
751	0.4875557826
752	0.4875019422
753	0.487452409
754	0.4873597167
755	0.4873099466
756	0.4872638931
757	0.4871616279
758	0.4870914506
759	0.4870489514
760	0.486979523
761	0.4868750453
762	0.486773935
763	0.4867476059
764	0.4866819152
765	0.486644033
766	0.4865781064
767	0.4865373219
768	0.4865138555
769	0.4864547712
770	0.4863964826
771	0.4863563553
772	0.4863052803
773	0.4862481691
774	0.4861515445
775	0.4860842935
776	0.4860281056
777	0.4859624856
778	0.4858749008
779	0.4858445539
780	0.4857790725
781	0.4857384455
782	0.4856774489
783	0.4855942152
784	0.4855138011
785	0.4854309047
786	0.4853696816
787	0.485331187
788	0.4852582309
789	0.4851863594
790	0.4851484077
791	0.4850701865
792	0.4849836231
793	0.4849537173
794	0.484921517
795	0.4848326353
796	0.4847908758
797	0.484702518
798	0.484662343
799	0.4846198647
800	0.4845629676
801	0.4845240742
802	0.4844880536
803	0.4844238323
804	0.4842937323
805	0.4842230893
806	0.4841592296
807	0.4840901855
808	0.4840402447
809	0.4840053149
810	0.4839404276
811	0.4838703176
812	0.4838177401
813	0.4837326089
814	0.48368203
815	0.4836256232
816	0.4835268523
817	0.4834507979
818	0.4833515516
819	0.4832697127
820	0.4832022068
821	0.4831509312
822	0.4831008945
823	0.4830391887
824	0.4829635994
825	0.4828757235
826	0.4827941259
827	0.4827477642
828	0.48266875
829	0.4825640484
830	0.4825061714
831	0.4824482382
832	0.4824152471
833	0.4823365464
834	0.4822577655
835	0.4822021352
836	0.4821318242
837	0.4820458822
838	0.4819540148
839	0.481883971
840	0.4818296188
841	0.4818075575
842	0.4817610385
843	0.4816980947
844	0.4816002596
845	0.4814960049
846	0.4814422841
847	0.4814063086
848	0.4813866258
849	0.4813369185
850	0.4812841656
851	0.481250901
852	0.4812032059
853	0.481137598
854	0.4810969459
855	0.4810664761
856	0.4810367722
857	0.4810031417
858	0.4809506817
859	0.4809141953
860	0.480866474
861	0.4808208689
862	0.4807743046
863	0.480723965
864	0.4806672373
865	0.4805915375
866	0.4805668853
867	0.4804634006
868	0.4803034855
869	0.4802367389
870	0.4801966122
871	0.4801202214
872	0.4800247972
873	0.4799852773
874	0.479893214
875	0.4797819513
876	0.4797244453
877	0.4796790321
878	0.4796136295
879	0.4795675387
880	0.4795159872
881	0.4794646598
882	0.4794324077
883	0.4793624849
884	0.4793008976
885	0.479266608
886	0.4792366245
887	0.4791683491
888	0.4791109237
889	0.4790447144
890	0.4789783912
891	0.4789314265
892	0.4788710426
893	0.4788227991
894	0.4787828015
895	0.478730784
896	0.4786715789
897	0.478607796
898	0.4785448404
899	0.4784857036
900	0.4784472739
901	0.4783875021
902	0.4782752
903	0.4782209413
904	0.4781475352
905	0.4780976002
906	0.4780360081
907	0.4779890092
908	0.4779047328
909	0.4778300863
910	0.4777833158
911	0.4777158876
912	0.4776601107
913	0.4776314827
914	0.4776062461
915	0.4775253645
916	0.4774559672
917	0.4773629004
918	0.4772891281
919	0.477233946
920	0.477127161
921	0.4770978276
922	0.4770677542
923	0.4770104247
924	0.4769386048
925	0.4768696635
926	0.4768379162
927	0.4767839677
928	0.4767512766
929	0.4766885275
930	0.4766235774
931	0.476553137
932	0.4765163422
933	0.4764451823
934	0.4763777779
935	0.4763103774
936	0.4762613732
937	0.4761909665
938	0.4761204847
939	0.4760170971
940	0.4759632244
941	0.4758915879
942	0.4758208579
943	0.47577878
944	0.4757242545
945	0.4756284728
946	0.4755849636
947	0.4755010761
948	0.4754439657
949	0.4753792304
950	0.4753271218
951	0.4752460468
952	0.4752002292
953	0.4751394372
954	0.4750611801
955	0.4750128595
956	0.4749639648
957	0.4749337328
958	0.4748754537
959	0.4748115693
960	0.4747534679
961	0.4746965271
962	0.4746404101
963	0.474540444
964	0.4744883957
965	0.4744364306
966	0.4743093082
967	0.4742550426
968	0.4741888391
969	0.4741404951
970	0.4740695407
971	0.474027088
972	0.47394936
973	0.4738364325
974	0.4738208168
975	0.4737256523
976	0.4736911058
977	0.4735724684
978	0.4735000569
979	0.4734443408
980	0.473393209
981	0.4733542867
982	0.4733258758
983	0.4732289005
984	0.4732091676
985	0.4731231834
986	0.4730578413
987	0.4729653903
988	0.4728980985
989	0.4728398552
990	0.4727466884
991	0.4726650211
992	0.4726206494
993	0.4725538476
994	0.4724831928
995	0.4724348627
996	0.4723986243
997	0.4723492325
998	0.4722857076
999	0.4722181707
